id,idade,estado,cidade,bairro,sexo,estilo_musical,bebida_alcoolica,tem_filhos,ja_foi_casado,atividade_fisica,idade_minima_parceiro,idade_maxima_parceiro,parceiro_pode_ter_filhos,parceiro_pode_beber,parceiro_pode_ser_casado,frase_identificacao,data_cadastro
442,47,SP,Santo André,Jd do Estádio ,Masculino,Rock,Bebo Socialmente,Não,Sim,Diariamente,35,46,Não,Sim,Não,Experiências e viagens,2025-04-02 06:55:03
443,43,SP,São Paulo,Itaim Paulista l,Masculino,Rock,Não Bebo,Não,Não,1x por semana,25,45,Não,Sim,Não,Equilíbrio material/espiritual,2025-04-02 10:44:39
444,37,PE,Santa Cruz do Capibaribe,Centro,Masculino,Rock,Não Bebo,Sim,Sim,3x por semana,18,30,Tanto Faz,Sim,Tanto Faz,Riqueza espiritual,2025-04-02 10:46:43
445,46,SP,Marília,Bassan,Feminino,Rock,Bebo Socialmente,Sim,Sim,3x por semana,38,55,Não,Tanto Faz,Não,Vida simples com família,2025-04-02 10:47:53
446,35,CE,Fortaleza,Parquelandia ,Masculino,Rock,Bebo Socialmente,Não,Não,3x por semana,25,38,Sim,Tanto Faz,Sim,Vida simples com família,2025-04-02 11:12:29
447,34,GO,Goiânia,Setor Bela Vista ,Feminino,Rock,Bebo Socialmente,Não,Não,1x por semana,25,35,Sim,Não,Não,Experiências e viagens,2025-04-02 11:13:20
448,41,SC,Itajaí,Fazenda,Feminino,Pop,Bebo Socialmente,Sim,Sim,Não gosto,28,48,Tanto Faz,Não,Não,Vida simples com família,2025-04-02 11:31:52
449,53,SP,Jundiaí,Engordadouro ,Masculino,Rock,Bebo Socialmente,Sim,Sim,Diariamente,33,47,Não,Não,Não,Equilíbrio material/espiritual,2025-04-02 11:33:34
450,42,SC,Florianópolis,Jurere ,Masculino,Rock,Bebo Socialmente,Não,Sim,Diariamente,23,40,Sim,Não,Não,Equilíbrio material/espiritual,2025-04-02 11:50:02
451,32,RS,Porto Alegre,Jardim carvalho ,Feminino,Rock,Bebo Socialmente,Não,Não,Diariamente,18,43,Sim,Não,Não,Vida glamourosa,2025-04-02 12:32:53
452,51,GO,Jataí,Residencial Brisas,Feminino,Sertanejo,Não Bebo,Sim,Sim,Diariamente,49,59,Não,Sim,Não,Equilíbrio material/espiritual,2025-04-02 13:13:59
453,28,SP,São Paulo,Centro,Feminino,MPB,Bebo Socialmente,Não,Não,1x por semana,25,36,Tanto Faz,Não,Não,Vida simples com família,2025-04-02 14:13:38
454,34,SP,Osasco,Bela vista ,Masculino,Pop,Bebo Socialmente,Não,Sim,Diariamente,24,30,Sim,Tanto Faz,Não,Riqueza espiritual,2025-04-02 14:41:17
455,38,RN,Natal,Neopolis ,Masculino,Sertanejo,Bebo Socialmente,Sim,Sim,Diariamente,18,45,Tanto Faz,Tanto Faz,Tanto Faz,Vida glamourosa,2025-04-02 14:44:33
456,28,SP,São Paulo,Jd. Anhanguera ,Masculino,Rock,Não Bebo,Não,Não,Diariamente,23,35,Sim,Sim,Tanto Faz,Equilíbrio material/espiritual,2025-04-02 17:01:56
457,37,GO,Goiânia,Parque das Laranjeiras,Masculino,Rock,Nos Finais de Semana,Sim,Sim,Diariamente,25,37,Não,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-02 18:55:36
458,39,PR,Curitiba,Pinheirinho ,Masculino,Rock,Não Bebo,Sim,Sim,3x por semana,25,35,Sim,Sim,Sim,Equilíbrio material/espiritual,2025-04-02 20:34:32
459,34,MS,Campo Grande,Vilas boas,Masculino,Rock,Nos Finais de Semana,Não,Sim,3x por semana,18,35,Sim,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-02 20:52:58
460,30,GO,Goiânia,Bueno,Feminino,Pagode,Nos Finais de Semana,Não,Não,1x por semana,38,55,Não,Não,Não,Riqueza espiritual,2025-04-02 22:10:14
461,29,GO,Goiânia,Setor leste vila nova ,Feminino,Rock,Bebo Socialmente,Não,Não,Diariamente,30,40,Não,Não,Não,Equilíbrio material/espiritual,2025-04-02 23:05:25
462,49,SP,São Paulo,Mandaqui,Masculino,Sertanejo,Não Bebo,Sim,Sim,Diariamente,35,49,Não,Não,Não,Experiências e viagens,2025-04-02 23:36:37
463,39,SP,São Paulo,Butantã ,Masculino,Pagode,Bebo Socialmente,Sim,Sim,Diariamente,30,39,Não,Não,Não,Experiências e viagens,2025-04-03 02:08:05
464,39,RJ,Rio de Janeiro,Barra da Tijuca,Masculino,Samba,Nos Finais de Semana,Não,Sim,Diariamente,23,38,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-03 02:15:26
465,31,PI,Teresina,Jóquej,Feminino,Pop,Bebo Socialmente,Não,Não,3x por semana,25,45,Sim,Não,Não,Riqueza espiritual,2025-04-03 05:12:24
466,50,GO,Goiânia,Jardim Atlântico ,Feminino,MPB,Bebo Socialmente,Sim,Sim,Diariamente,40,56,Não,Não,Não,Equilíbrio material/espiritual,2025-04-03 08:23:04
